city,latitude,longitude,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,shortwave_radiation_sum,wind_speed_10m_max,wind_gusts_10m_max
Ho Chi Minh City,10.82,106.63,2019-01-29,33.3,23.3,27.8,0.1,18.67,20.3,34.2
Ho Chi Minh City,10.82,106.63,2019-01-30,35.0,23.7,28.4,0.0,21.93,19.7,34.6
Ho Chi Minh City,10.82,106.63,2019-01-31,33.8,24.0,27.8,0.0,20.89,19.0,36.4
Ho Chi Minh City,10.82,106.63,2019-02-01,34.3,23.4,28.1,0.0,21.03,18.9,33.5
Ho Chi Minh City,10.82,106.63,2019-02-02,34.3,25.1,28.5,0.0,18.54,20.6,36.0
Ho Chi Minh City,10.82,106.63,2019-02-03,34.8,24.5,28.5,0.0,18.51,21.0,39.2
Ho Chi Minh City,10.82,106.63,2019-02-04,33.9,24.4,28.2,0.0,16.97,20.4,37.1
Ho Chi Minh City,10.82,106.63,2019-02-05,33.5,24.4,27.8,0.5,17.72,23.1,40.7
Ho Chi Minh City,10.82,106.63,2019-02-06,33.7,23.5,27.5,0.0,19.63,22.1,41.8
Ho Chi Minh City,10.82,106.63,2019-02-07,34.0,23.8,27.8,0.0,18.36,21.3,38.2
Ho Chi Minh City,10.82,106.63,2019-02-08,34.8,23.7,27.9,0.0,19.86,22.5,39.6
Ho Chi Minh City,10.82,106.63,2019-02-09,33.2,23.5,27.2,0.0,16.92,23.1,40.7
Ho Chi Minh City,10.82,106.63,2019-02-10,34.8,23.3,27.8,0.0,23.37,26.6,45.4
Ho Chi Minh City,10.82,106.63,2019-02-11,35.8,22.6,28.6,0.0,22.85,23.1,39.6
Ho Chi Minh City,10.82,106.63,2019-02-12,35.6,25.2,29.2,0.0,19.69,25.1,42.5
Ho Chi Minh City,10.82,106.63,2019-02-13,35.3,23.1,28.4,0.0,22.69,27.7,46.1
Ho Chi Minh City,10.82,106.63,2019-02-14,35.6,23.8,28.5,0.0,21.98,25.4,43.6
Ho Chi Minh City,10.82,106.63,2019-02-15,35.5,23.2,28.5,0.0,23.34,26.5,44.6
Ho Chi Minh City,10.82,106.63,2019-02-16,35.5,23.4,28.3,0.0,21.4,24.5,43.2
Ho Chi Minh City,10.82,106.63,2019-02-17,33.2,23.8,27.8,0.5,19.97,18.8,32.0
Ho Chi Minh City,10.82,106.63,2019-02-18,32.9,23.5,27.4,0.4,19.18,20.1,35.3
Ho Chi Minh City,10.82,106.63,2019-02-19,33.8,24.0,28.0,0.3,20.33,22.2,40.3
Ho Chi Minh City,10.82,106.63,2019-02-20,34.4,23.6,28.6,0.0,22.12,22.0,37.4
Ho Chi Minh City,10.82,106.63,2019-02-21,35.9,24.8,29.0,0.3,21.3,20.6,34.9
Ho Chi Minh City,10.82,106.63,2019-02-22,33.0,25.0,28.2,1.7,19.13,23.9,38.5
Ho Chi Minh City,10.82,106.63,2019-02-23,33.0,24.1,27.7,0.0,18.53,26.1,47.2
Ho Chi Minh City,10.82,106.63,2019-02-24,34.6,23.5,27.6,0.1,22.68,23.8,42.5
Ho Chi Minh City,10.82,106.63,2019-02-25,34.3,24.3,28.3,0.0,24.33,24.5,43.2
Ho Chi Minh City,10.82,106.63,2019-02-26,34.5,23.8,28.4,0.0,23.64,23.7,39.2
Ho Chi Minh City,10.82,106.63,2019-02-27,35.2,23.7,28.4,0.0,24.74,25.4,44.3
Ho Chi Minh City,10.82,106.63,2019-02-28,34.8,23.9,28.1,0.0,23.72,25.3,43.9
Ho Chi Minh City,10.82,106.63,2019-03-01,34.8,24.0,28.2,0.0,22.54,27.0,46.1
Ho Chi Minh City,10.82,106.63,2019-03-02,34.1,23.5,27.6,0.0,24.2,27.4,51.5
Ho Chi Minh City,10.82,106.63,2019-03-03,32.5,22.6,27.2,0.0,20.97,21.2,37.8
Ho Chi Minh City,10.82,106.63,2019-03-04,33.3,22.8,27.2,0.0,21.45,21.3,37.8
Ho Chi Minh City,10.82,106.63,2019-03-05,33.2,23.0,27.3,0.0,25.05,18.1,34.2
Ho Chi Minh City,10.82,106.63,2019-03-06,34.3,22.1,27.7,0.0,22.6,16.1,28.8
Ho Chi Minh City,10.82,106.63,2019-03-07,34.5,22.8,27.9,0.0,24.03,19.0,35.3
Ho Chi Minh City,10.82,106.63,2019-03-08,34.2,24.5,28.5,0.0,22.99,18.6,34.6
Ho Chi Minh City,10.82,106.63,2019-03-09,34.2,24.6,28.6,0.0,23.27,18.9,33.1
Ho Chi Minh City,10.82,106.63,2019-03-10,35.0,24.1,28.7,0.0,22.74,16.4,29.5
Ho Chi Minh City,10.82,106.63,2019-03-11,35.8,24.0,29.1,0.1,20.07,19.5,32.4
Ho Chi Minh City,10.82,106.63,2019-03-12,33.7,25.2,28.9,0.2,19.48,18.6,32.0
Ho Chi Minh City,10.82,106.63,2019-03-13,34.5,25.9,29.3,0.0,19.72,18.3,32.0
Ho Chi Minh City,10.82,106.63,2019-03-14,34.4,26.2,29.3,1.0,20.4,18.6,34.6
Ho Chi Minh City,10.82,106.63,2019-03-15,36.5,24.7,29.5,0.2,24.12,22.3,39.6
Ho Chi Minh City,10.82,106.63,2019-03-16,34.5,25.6,29.5,0.2,22.31,19.9,35.6
Ho Chi Minh City,10.82,106.63,2019-03-17,36.7,25.6,29.9,0.4,23.13,23.7,42.1
Ho Chi Minh City,10.82,106.63,2019-03-18,37.0,25.3,30.1,0.0,24.84,23.8,42.5
Ho Chi Minh City,10.82,106.63,2019-03-19,35.1,25.8,29.5,0.3,20.82,20.8,39.6
Ho Chi Minh City,10.82,106.63,2019-03-20,34.4,25.6,29.4,0.2,22.73,20.0,36.4
Ho Chi Minh City,10.82,106.63,2019-03-21,33.7,25.5,29.1,1.0,20.37,17.6,33.1
Ho Chi Minh City,10.82,106.63,2019-03-22,34.7,26.1,29.6,0.4,20.74,16.0,28.1
Ho Chi Minh City,10.82,106.63,2019-03-23,33.7,26.3,29.4,0.8,19.69,20.2,34.9
Ho Chi Minh City,10.82,106.63,2019-03-24,35.2,26.1,29.6,2.6,20.25,24.2,42.1
Ho Chi Minh City,10.82,106.63,2019-03-25,34.8,25.9,29.6,0.4,19.05,18.1,37.1
Ho Chi Minh City,10.82,106.63,2019-03-26,37.2,26.0,30.4,0.0,24.25,26.2,45.0
Ho Chi Minh City,10.82,106.63,2019-03-27,37.3,25.9,30.2,0.0,24.21,29.0,50.4
Ho Chi Minh City,10.82,106.63,2019-03-28,35.2,25.5,29.5,0.5,22.57,21.9,38.2
Ho Chi Minh City,10.82,106.63,2019-03-29,34.0,26.1,29.6,0.8,21.1,17.6,30.2
Ho Chi Minh City,10.82,106.63,2019-03-30,35.5,26.4,29.8,0.9,22.0,19.8,34.9
Ho Chi Minh City,10.82,106.63,2019-03-31,33.7,26.3,29.7,0.3,16.23,14.0,28.1
Ho Chi Minh City,10.82,106.63,2019-04-01,34.2,25.8,29.6,0.7,20.97,21.0,37.4
Ho Chi Minh City,10.82,106.63,2019-04-02,36.2,24.8,29.7,0.1,24.36,22.5,40.0
Ho Chi Minh City,10.82,106.63,2019-04-03,34.3,26.1,29.2,6.5,20.33,18.1,36.7
Ho Chi Minh City,10.82,106.63,2019-04-04,31.6,25.0,28.1,10.1,15.31,15.5,26.3
Ho Chi Minh City,10.82,106.63,2019-04-05,32.8,25.6,28.1,1.3,17.18,18.4,29.9
Ho Chi Minh City,10.82,106.63,2019-04-06,33.8,25.1,29.1,0.3,21.85,20.8,35.6
Ho Chi Minh City,10.82,106.63,2019-04-07,34.8,25.3,29.7,0.2,23.18,19.8,36.0
Ho Chi Minh City,10.82,106.63,2019-04-08,35.7,25.8,29.9,0.1,22.05,22.4,38.2
Ho Chi Minh City,10.82,106.63,2019-04-09,36.7,25.9,30.2,0.0,23.07,21.9,36.7
Ho Chi Minh City,10.82,106.63,2019-04-10,36.3,26.1,30.5,0.0,20.92,18.5,31.7
Ho Chi Minh City,10.82,106.63,2019-04-11,35.9,27.2,30.5,1.2,19.85,17.1,29.9
Ho Chi Minh City,10.82,106.63,2019-04-12,35.0,27.3,30.6,0.8,20.03,15.9,33.5
Ho Chi Minh City,10.82,106.63,2019-04-13,36.7,27.4,30.9,0.5,23.53,21.6,38.9
Ho Chi Minh City,10.82,106.63,2019-04-14,35.8,27.0,30.6,0.9,22.44,19.0,33.8
Ho Chi Minh City,10.82,106.63,2019-04-15,36.5,26.7,30.9,0.0,23.3,18.7,34.6
Ho Chi Minh City,10.82,106.63,2019-04-16,36.5,27.5,30.9,1.0,20.62,16.8,33.8
Ho Chi Minh City,10.82,106.63,2019-04-17,34.1,25.0,29.6,10.6,20.62,14.5,28.4
Ho Chi Minh City,10.82,106.63,2019-04-18,33.8,27.2,30.0,1.5,18.06,15.9,28.8
Ho Chi Minh City,10.82,106.63,2019-04-19,36.2,26.6,30.8,0.1,24.92,14.8,27.7
Ho Chi Minh City,10.82,106.63,2019-04-20,34.8,27.0,29.9,3.7,19.26,17.2,32.8
Ho Chi Minh City,10.82,106.63,2019-04-21,35.8,27.2,30.8,0.0,24.2,20.6,34.6
Ho Chi Minh City,10.82,106.63,2019-04-22,36.4,26.9,30.9,0.0,23.78,21.4,37.8
Ho Chi Minh City,10.82,106.63,2019-04-23,37.8,27.2,31.5,0.1,23.4,20.8,35.3
Ho Chi Minh City,10.82,106.63,2019-04-24,38.7,27.5,31.5,0.1,23.94,24.3,43.6
Ho Chi Minh City,10.82,106.63,2019-04-25,35.5,28.0,31.0,0.3,21.47,20.9,37.8
Ho Chi Minh City,10.82,106.63,2019-04-26,36.8,27.1,31.0,0.0,23.14,24.8,43.2
Ho Chi Minh City,10.82,106.63,2019-04-27,35.5,27.3,30.7,0.5,21.74,21.7,35.6
Ho Chi Minh City,10.82,106.63,2019-04-28,30.5,27.0,28.6,7.0,11.13,15.8,29.2
Ho Chi Minh City,10.82,106.63,2019-04-29,36.2,26.0,30.1,0.1,22.43,20.9,37.8
Ho Chi Minh City,10.82,106.63,2019-04-30,35.0,27.1,30.9,0.5,21.71,19.5,33.5
Ho Chi Minh City,10.82,106.63,2019-05-01,36.3,25.6,31.4,3.2,20.42,13.0,26.3
Ho Chi Minh City,10.82,106.63,2019-05-02,33.6,26.3,30.0,6.0,16.57,12.8,27.7
Ho Chi Minh City,10.82,106.63,2019-05-03,36.0,27.1,30.6,2.1,20.49,16.3,33.1
Ho Chi Minh City,10.82,106.63,2019-05-04,33.7,27.0,29.9,5.4,20.24,16.6,32.4
Ho Chi Minh City,10.82,106.63,2019-05-05,35.5,26.3,30.3,3.0,21.55,12.7,26.3
Ho Chi Minh City,10.82,106.63,2019-05-06,36.2,27.5,30.3,6.5,21.28,20.2,36.0
Ho Chi Minh City,10.82,106.63,2019-05-07,34.2,26.8,29.6,4.4,20.02,13.4,24.8
Ho Chi Minh City,10.82,106.63,2019-05-08,32.8,26.5,28.8,9.3,16.33,16.7,33.5
Ho Chi Minh City,10.82,106.63,2019-05-09,33.4,26.5,28.3,15.3,15.67,14.8,33.8
Ho Chi Minh City,10.82,106.63,2019-05-10,32.2,25.7,28.1,10.8,15.15,16.7,36.7
Ho Chi Minh City,10.82,106.63,2019-05-11,31.9,25.6,27.7,19.6,14.1,15.8,28.8
Ho Chi Minh City,10.82,106.63,2019-05-12,31.8,25.5,27.7,9.5,16.19,16.7,31.7
Ho Chi Minh City,10.82,106.63,2019-05-13,33.2,25.4,28.5,2.9,21.27,15.1,29.9
Ho Chi Minh City,10.82,106.63,2019-05-14,33.5,25.9,28.9,1.6,22.65,20.6,34.9
Ho Chi Minh City,10.82,106.63,2019-05-15,32.6,25.8,28.5,5.7,21.01,14.0,25.9
Ho Chi Minh City,10.82,106.63,2019-05-16,31.6,24.8,27.9,6.4,18.96,12.7,29.5
Ho Chi Minh City,10.82,106.63,2019-05-17,33.7,25.1,28.6,2.3,21.26,14.0,29.9
Ho Chi Minh City,10.82,106.63,2019-05-18,33.3,25.6,29.2,0.3,20.82,14.2,26.3
Ho Chi Minh City,10.82,106.63,2019-05-19,33.6,25.8,28.9,4.7,21.16,14.9,27.4
Ho Chi Minh City,10.82,106.63,2019-05-20,32.4,25.8,28.7,2.7,18.1,15.3,29.9
Ho Chi Minh City,10.82,106.63,2019-05-21,33.2,25.5,28.3,24.2,18.09,19.7,33.8
Ho Chi Minh City,10.82,106.63,2019-05-22,32.4,25.9,27.9,20.1,19.05,12.1,27.7
Ho Chi Minh City,10.82,106.63,2019-05-23,32.7,25.1,28.4,13.8,19.78,11.3,23.8
Ho Chi Minh City,10.82,106.63,2019-05-24,33.0,25.4,28.6,4.4,21.36,9.1,20.5
Ho Chi Minh City,10.82,106.63,2019-05-25,32.6,25.2,28.2,6.0,17.13,15.3,30.2
Ho Chi Minh City,10.82,106.63,2019-05-26,32.2,26.0,28.4,3.6,18.59,17.1,32.0
Ho Chi Minh City,10.82,106.63,2019-05-27,31.5,25.9,28.2,1.6,13.29,11.0,27.7
Ho Chi Minh City,10.82,106.63,2019-05-28,31.8,25.5,27.7,15.0,18.82,9.7,24.1
Ho Chi Minh City,10.82,106.63,2019-05-29,31.8,25.2,27.8,8.4,19.1,8.3,20.5
Ho Chi Minh City,10.82,106.63,2019-05-30,33.0,25.4,28.1,18.1,21.94,11.2,22.3
Ho Chi Minh City,10.82,106.63,2019-05-31,32.5,25.6,28.9,0.9,20.87,11.1,20.2
Ho Chi Minh City,10.82,106.63,2019-06-01,32.8,25.6,28.7,1.7,21.14,18.3,31.3
Ho Chi Minh City,10.82,106.63,2019-06-02,32.8,25.6,28.4,3.9,21.26,10.5,20.2
Ho Chi Minh City,10.82,106.63,2019-06-03,31.4,25.8,28.2,2.5,15.36,14.8,31.7
Ho Chi Minh City,10.82,106.63,2019-06-04,31.2,25.7,27.7,15.7,13.58,10.1,23.0
Ho Chi Minh City,10.82,106.63,2019-06-05,31.5,25.5,27.6,4.2,19.68,17.1,34.6
Ho Chi Minh City,10.82,106.63,2019-06-06,31.0,24.9,27.0,15.9,17.44,16.6,33.1
Ho Chi Minh City,10.82,106.63,2019-06-07,30.0,25.2,27.2,5.8,15.85,15.7,28.4
Ho Chi Minh City,10.82,106.63,2019-06-08,31.5,24.5,27.2,5.3,19.71,15.9,31.3
Ho Chi Minh City,10.82,106.63,2019-06-09,30.5,24.4,27.0,5.5,14.74,14.1,32.4
Ho Chi Minh City,10.82,106.63,2019-06-10,32.0,25.0,28.2,0.1,17.66,16.6,29.2
Ho Chi Minh City,10.82,106.63,2019-06-11,31.6,25.9,28.4,0.9,16.84,18.6,39.2
Ho Chi Minh City,10.82,106.63,2019-06-12,32.3,25.6,28.3,18.8,17.9,15.5,27.4
Ho Chi Minh City,10.82,106.63,2019-06-13,32.2,26.0,28.2,8.0,18.42,15.0,32.8
Ho Chi Minh City,10.82,106.63,2019-06-14,31.4,25.6,28.1,8.0,17.18,15.0,34.2
Ho Chi Minh City,10.82,106.63,2019-06-15,31.9,25.8,28.2,7.8,19.57,19.9,37.1
Ho Chi Minh City,10.82,106.63,2019-06-16,31.6,25.7,27.8,8.4,16.48,19.0,38.9
Ho Chi Minh City,10.82,106.63,2019-06-17,29.2,25.9,26.9,15.6,10.91,19.9,46.8
Ho Chi Minh City,10.82,106.63,2019-06-18,29.9,25.4,26.9,7.1,12.93,17.5,39.2
Ho Chi Minh City,10.82,106.63,2019-06-19,31.8,24.7,27.9,1.2,21.21,17.1,32.8
Ho Chi Minh City,10.82,106.63,2019-06-20,32.7,25.9,28.3,15.1,20.38,9.5,25.6
Ho Chi Minh City,10.82,106.63,2019-06-21,31.5,25.7,28.0,4.6,18.79,9.4,24.5
Ho Chi Minh City,10.82,106.63,2019-06-22,29.7,25.5,27.2,7.9,14.09,13.0,24.8
Ho Chi Minh City,10.82,106.63,2019-06-23,30.0,24.8,27.3,0.6,9.81,13.9,23.4
Ho Chi Minh City,10.82,106.63,2019-06-24,30.5,25.5,27.6,6.1,15.49,17.3,32.8
Ho Chi Minh City,10.82,106.63,2019-06-25,32.0,25.0,27.9,5.4,21.27,16.3,30.6
Ho Chi Minh City,10.82,106.63,2019-06-26,31.7,24.9,27.6,6.7,17.64,18.5,37.8
Ho Chi Minh City,10.82,106.63,2019-06-27,30.7,25.5,27.8,4.0,17.63,21.3,50.0
Ho Chi Minh City,10.82,106.63,2019-06-28,29.8,25.5,27.2,6.3,16.05,21.6,44.6
Ho Chi Minh City,10.82,106.63,2019-06-29,30.6,25.1,27.6,2.0,15.95,18.8,45.0
Ho Chi Minh City,10.82,106.63,2019-06-30,29.7,25.2,27.1,7.2,10.56,17.3,42.8
Ho Chi Minh City,10.82,106.63,2019-07-01,30.0,25.8,27.2,11.2,13.27,23.2,46.1
Ho Chi Minh City,10.82,106.63,2019-07-02,29.5,25.6,26.9,9.2,11.76,22.5,45.4
Ho Chi Minh City,10.82,106.63,2019-07-03,28.9,24.9,26.5,11.0,12.03,23.3,53.3
Ho Chi Minh City,10.82,106.63,2019-07-04,30.0,24.2,26.7,6.3,18.05,22.6,41.0
Ho Chi Minh City,10.82,106.63,2019-07-05,30.6,24.0,27.1,7.9,20.18,17.1,32.4
Ho Chi Minh City,10.82,106.63,2019-07-06,30.5,24.5,27.2,12.4,18.99,17.3,34.6
Ho Chi Minh City,10.82,106.63,2019-07-07,31.6,24.6,27.2,8.0,18.9,15.0,31.3
Ho Chi Minh City,10.82,106.63,2019-07-08,31.8,25.1,27.4,6.0,18.94,18.2,32.0
Ho Chi Minh City,10.82,106.63,2019-07-09,31.9,24.8,27.8,4.0,21.81,19.2,35.3
Ho Chi Minh City,10.82,106.63,2019-07-10,31.9,24.5,28.2,1.0,22.29,15.9,28.4
Ho Chi Minh City,10.82,106.63,2019-07-11,33.1,24.8,28.4,0.4,23.04,17.7,32.4
Ho Chi Minh City,10.82,106.63,2019-07-12,32.0,24.7,28.3,0.2,19.53,12.9,24.5
Ho Chi Minh City,10.82,106.63,2019-07-13,32.3,24.9,28.0,4.5,20.01,14.3,31.0
Ho Chi Minh City,10.82,106.63,2019-07-14,31.8,24.8,27.6,10.2,19.27,16.6,29.9
Ho Chi Minh City,10.82,106.63,2019-07-15,32.0,25.2,27.7,9.0,17.72,15.6,31.0
Ho Chi Minh City,10.82,106.63,2019-07-16,29.6,25.4,26.8,25.8,9.04,15.3,29.9
Ho Chi Minh City,10.82,106.63,2019-07-17,29.4,24.6,26.6,11.9,12.77,17.6,34.6
Ho Chi Minh City,10.82,106.63,2019-07-18,29.6,24.5,26.8,5.5,13.28,18.7,34.6
Ho Chi Minh City,10.82,106.63,2019-07-19,30.3,24.6,26.8,7.9,13.99,16.0,31.3
Ho Chi Minh City,10.82,106.63,2019-07-20,30.6,24.9,27.2,9.5,18.17,16.5,30.6
Ho Chi Minh City,10.82,106.63,2019-07-21,32.2,24.7,28.0,1.9,19.72,11.5,24.1
Ho Chi Minh City,10.82,106.63,2019-07-22,32.0,25.0,27.7,6.9,20.63,12.6,28.4
Ho Chi Minh City,10.82,106.63,2019-07-23,31.5,24.6,27.3,6.9,19.61,14.3,27.0
Ho Chi Minh City,10.82,106.63,2019-07-24,30.8,24.7,27.2,15.5,19.56,19.1,34.9
Ho Chi Minh City,10.82,106.63,2019-07-25,29.1,24.9,26.2,12.1,10.73,17.1,37.4
Ho Chi Minh City,10.82,106.63,2019-07-26,30.5,24.2,26.8,5.6,17.72,9.9,33.8
Ho Chi Minh City,10.82,106.63,2019-07-27,31.4,24.0,27.0,3.5,21.03,13.2,32.4
Ho Chi Minh City,10.82,106.63,2019-07-28,31.5,24.9,27.0,13.2,13.46,18.5,32.8
Ho Chi Minh City,10.82,106.63,2019-07-29,30.9,24.5,26.9,12.2,16.08,18.7,34.2
Ho Chi Minh City,10.82,106.63,2019-07-30,30.1,24.4,26.9,10.0,15.89,18.4,44.3
Ho Chi Minh City,10.82,106.63,2019-07-31,31.0,26.1,27.7,9.7,14.53,24.3,51.5
Ho Chi Minh City,10.82,106.63,2019-08-01,30.6,26.2,27.9,1.2,18.58,27.8,56.9
Ho Chi Minh City,10.82,106.63,2019-08-02,29.6,25.2,26.5,5.9,14.0,26.2,53.3
Ho Chi Minh City,10.82,106.63,2019-08-03,29.6,25.0,26.6,6.7,13.56,28.8,61.2
Ho Chi Minh City,10.82,106.63,2019-08-04,29.2,25.3,27.2,9.5,15.14,25.9,57.6
Ho Chi Minh City,10.82,106.63,2019-08-05,29.4,25.2,26.6,5.8,13.97,25.0,49.3
Ho Chi Minh City,10.82,106.63,2019-08-06,29.9,25.0,26.5,42.6,12.16,18.4,42.5
Ho Chi Minh City,10.82,106.63,2019-08-07,30.0,25.0,26.6,13.3,9.68,18.7,48.6
Ho Chi Minh City,10.82,106.63,2019-08-08,29.3,24.9,26.5,15.6,11.01,21.2,44.3
Ho Chi Minh City,10.82,106.63,2019-08-09,28.3,24.9,26.1,36.1,11.11,20.4,35.6
Ho Chi Minh City,10.82,106.63,2019-08-10,30.9,24.6,26.9,4.4,14.5,23.8,38.5
Ho Chi Minh City,10.82,106.63,2019-08-11,29.9,24.5,27.1,5.6,18.47,21.4,40.0
Ho Chi Minh City,10.82,106.63,2019-08-12,31.3,24.5,27.4,3.7,19.04,17.9,36.4
Ho Chi Minh City,10.82,106.63,2019-08-13,31.0,24.5,27.6,4.3,21.43,18.7,36.0
Ho Chi Minh City,10.82,106.63,2019-08-14,31.8,24.9,28.0,6.2,20.58,16.9,33.8
Ho Chi Minh City,10.82,106.63,2019-08-15,31.5,25.5,27.9,3.0,19.83,20.4,35.6
Ho Chi Minh City,10.82,106.63,2019-08-16,31.1,25.0,27.0,10.8,16.68,21.4,41.0
Ho Chi Minh City,10.82,106.63,2019-08-17,31.0,24.5,27.2,6.2,18.68,17.1,41.4
Ho Chi Minh City,10.82,106.63,2019-08-18,31.4,24.3,27.8,5.7,21.8,11.7,32.0
Ho Chi Minh City,10.82,106.63,2019-08-19,32.8,24.7,28.4,0.1,23.02,15.0,25.6
Ho Chi Minh City,10.82,106.63,2019-08-20,31.4,25.2,27.6,10.3,17.54,15.9,34.9
Ho Chi Minh City,10.82,106.63,2019-08-21,30.5,24.5,27.2,12.5,18.9,15.9,32.8
Ho Chi Minh City,10.82,106.63,2019-08-22,30.8,25.1,27.5,9.4,20.43,19.1,38.5
Ho Chi Minh City,10.82,106.63,2019-08-23,31.2,24.6,27.0,16.1,18.65,15.1,37.1
Ho Chi Minh City,10.82,106.63,2019-08-24,29.9,24.9,27.0,11.3,16.5,15.5,43.9
Ho Chi Minh City,10.82,106.63,2019-08-25,30.3,25.0,26.9,6.0,16.68,20.3,36.0
Ho Chi Minh City,10.82,106.63,2019-08-26,30.8,24.6,27.0,4.4,18.8,19.3,45.7
Ho Chi Minh City,10.82,106.63,2019-08-27,31.8,23.9,27.4,4.4,22.29,15.7,31.3
Ho Chi Minh City,10.82,106.63,2019-08-28,31.3,24.5,27.4,7.8,19.32,14.2,27.0
Ho Chi Minh City,10.82,106.63,2019-08-29,28.1,24.5,25.9,12.2,10.36,21.7,43.2
Ho Chi Minh City,10.82,106.63,2019-08-30,29.5,24.4,26.3,10.3,15.71,23.8,56.9
Ho Chi Minh City,10.82,106.63,2019-08-31,31.6,24.2,27.1,8.0,19.13,18.8,43.9
Ho Chi Minh City,10.82,106.63,2019-09-01,31.7,24.4,26.9,13.4,17.21,17.0,45.4
Ho Chi Minh City,10.82,106.63,2019-09-02,29.0,25.4,26.4,13.6,9.22,18.7,42.8
Ho Chi Minh City,10.82,106.63,2019-09-03,27.5,24.8,26.1,6.3,6.84,20.0,37.8
Ho Chi Minh City,10.82,106.63,2019-09-04,30.0,25.0,26.8,7.0,17.27,32.9,56.9
Ho Chi Minh City,10.82,106.63,2019-09-05,29.5,25.0,26.9,6.1,14.98,26.2,59.8
Ho Chi Minh City,10.82,106.63,2019-09-06,31.1,25.1,27.4,6.3,20.43,26.7,50.0
Ho Chi Minh City,10.82,106.63,2019-09-07,31.2,24.5,27.1,10.4,17.56,16.6,41.4
Ho Chi Minh City,10.82,106.63,2019-09-08,31.0,25.2,27.0,18.3,17.58,17.4,36.0
Ho Chi Minh City,10.82,106.63,2019-09-09,29.8,24.5,26.7,10.8,16.99,20.3,39.6
Ho Chi Minh City,10.82,106.63,2019-09-10,30.9,23.9,27.1,3.4,20.53,15.3,41.8
Ho Chi Minh City,10.82,106.63,2019-09-11,32.6,23.9,28.1,0.3,23.37,13.1,30.2
Ho Chi Minh City,10.82,106.63,2019-09-12,32.2,25.0,28.2,1.2,22.93,19.6,37.1
Ho Chi Minh City,10.82,106.63,2019-09-13,29.1,25.4,26.8,13.3,12.75,20.4,41.4
